Matematyka,Angielski,Fizyka,Geografia,Biologia,Chemia
3.85014760171006,3.95124371858143,3.98898404656427,4.12713438504509,3.97029191355212,3.97029191355212
3.95124371858143,4.06044301054642,3.93182563272433,4.12713438504509,3.91202300542815,4.07753744390572
3.97029191355212,4.06044301054642,3.78418963391826,3.91202300542815,3.87120101090789,3.87120101090789
3.98898404656427,3.89182029811063,3.91202300542815,4.14313472639153,3.93182563272433,4.04305126783455
3.8286413964891,4.00733318523247,3.97029191355212,4.15888308335967,4.06044301054642,4.07753744390572
4.07753744390572,4.04305126783455,4.00733318523247,3.95124371858143,3.85014760171006,4.0943445622221
3.8286413964891,3.85014760171006,3.97029191355212,4.0943445622221,3.8286413964891,4.0943445622221
3.97029191355212,3.89182029811063,3.85014760171006,4.04305126783455,3.89182029811063,3.80666248977032
3.8286413964891,4.04305126783455,3.89182029811063,4.04305126783455,4.00733318523247,3.89182029811063
3.91202300542815,4.02535169073515,3.87120101090789,4.06044301054642,4.02535169073515,4.04305126783455
4.02535169073515,4.02535169073515,3.95124371858143,4.20469261939097,4.0943445622221,3.89182029811063
3.76120011569356,3.95124371858143,3.91202300542815,4.21950770517611,4.11087386417331,4.0943445622221
4.07753744390572,4.12713438504509,3.80666248977032,4.04305126783455,4.02535169073515,3.80666248977032
3.87120101090789,3.91202300542815,4.00733318523247,4.02535169073515,3.89182029811063,3.91202300542815
3.87120101090789,4.11087386417331,4.06044301054642,4.07753744390572,3.89182029811063,3.85014760171006
3.91202300542815,3.93182563272433,4.00733318523247,4.18965474202643,4.07753744390572,3.97029191355212
3.93182563272433,4.12713438504509,4.00733318523247,4.14313472639153,3.93182563272433,3.8286413964891
4.02535169073515,3.85014760171006,3.91202300542815,4.14313472639153,3.87120101090789,3.95124371858143
4.00733318523247,3.97029191355212,3.98898404656427,4.14313472639153,3.91202300542815,4.07753744390572
3.87120101090789,3.87120101090789,3.87120101090789,4.02535169073515,3.78418963391826,4.06044301054642
3.73766961828337,4.00733318523247,4.0943445622221,4.04305126783455,3.87120101090789,4.04305126783455
3.91202300542815,4.12713438504509,4.02535169073515,4.27666611901606,4.04305126783455,4.06044301054642
3.93182563272433,4.04305126783455,3.87120101090789,4.06044301054642,4.20469261939097,3.97029191355212
4.00733318523247,3.97029191355212,3.8286413964891,4.26267987704132,3.95124371858143,3.80666248977032
3.87120101090789,4.02535169073515,3.85014760171006,4.11087386417331,3.80666248977032,3.85014760171006
3.8286413964891,4.06044301054642,3.87120101090789,4.00733318523247,3.89182029811063,3.97029191355212
4.04305126783455,4.0943445622221,3.95124371858143,3.95124371858143,3.95124371858143,4.04305126783455
4.02535169073515,3.80666248977032,3.93182563272433,4.12713438504509,3.73766961828337,3.93182563272433
3.95124371858143,4.07753744390572,3.85014760171006,3.97029191355212,4.02535169073515,3.85014760171006
3.80666248977032,3.93182563272433,3.97029191355212,4.14313472639153,3.93182563272433,4.06044301054642
4.06044301054642,4.02535169073515,4.11087386417331,4.07753744390572,3.95124371858143,4.00733318523247
3.87120101090789,3.95124371858143,3.95124371858143,4.07753744390572,4.04305126783455,3.97029191355212
4.02535169073515,4.02535169073515,3.97029191355212,4.11087386417331,4.00733318523247,3.95124371858143
3.8286413964891,4.11087386417331,3.95124371858143,4.21950770517611,3.97029191355212,3.91202300542815
3.91202300542815,3.91202300542815,4.00733318523247,4.04305126783455,3.93182563272433,4.04305126783455
4.00733318523247,4.02535169073515,3.89182029811063,4.06044301054642,3.8286413964891,4.07753744390572
4.18965474202643,4.0943445622221,3.91202300542815,4.0943445622221,4.04305126783455,3.93182563272433
3.89182029811063,4.00733318523247,3.97029191355212,4.11087386417331,3.91202300542815,4.04305126783455
3.87120101090789,3.95124371858143,3.97029191355212,4.11087386417331,3.93182563272433,3.97029191355212
3.68887945411394,3.87120101090789,3.80666248977032,4.06044301054642,3.97029191355212,3.97029191355212
3.91202300542815,4.06044301054642,3.97029191355212,4.0943445622221,4.0943445622221,3.97029191355212
3.95124371858143,3.91202300542815,4.11087386417331,4.11087386417331,4.07753744390572,4.04305126783455
3.98898404656427,3.78418963391826,4.02535169073515,4.14313472639153,4.04305126783455,4.11087386417331
4.06044301054642,4.02535169073515,3.97029191355212,4.02535169073515,3.85014760171006,4.00733318523247
3.87120101090789,4.02535169073515,4.04305126783455,4.20469261939097,4.07753744390572,3.91202300542815
3.87120101090789,3.91202300542815,4.07753744390572,4.17438726989564,4.12713438504509,4.02535169073515
4.02535169073515,3.93182563272433,3.8286413964891,4.18965474202643,3.91202300542815,3.98898404656427
3.95124371858143,3.97029191355212,3.76120011569356,4.20469261939097,4.14313472639153,3.95124371858143
3.98898404656427,4.02535169073515,4.02535169073515,4.12713438504509,3.91202300542815,3.93182563272433
4.07753744390572,4.06044301054642,3.91202300542815,4.06044301054642,3.97029191355212,4.04305126783455
3.93182563272433,4.0943445622221,3.87120101090789,3.98898404656427,4.00733318523247,3.87120101090789
3.93182563272433,3.91202300542815,4.00733318523247,4.04305126783455,4.02535169073515,3.98898404656427
4.14313472639153,4.14313472639153,3.97029191355212,4.04305126783455,4.00733318523247,3.97029191355212
4.07753744390572,4.12713438504509,3.78418963391826,4.17438726989564,3.93182563272433,4.0943445622221
4.14313472639153,3.98898404656427,3.91202300542815,4.12713438504509,3.87120101090789,4.14313472639153
4.06044301054642,3.89182029811063,3.97029191355212,3.93182563272433,4.00733318523247,3.78418963391826
4.02535169073515,3.95124371858143,3.95124371858143,4.02535169073515,3.91202300542815,4.04305126783455
3.95124371858143,3.93182563272433,3.95124371858143,4.0943445622221,4.17438726989564,4.11087386417331
3.93182563272433,4.04305126783455,3.97029191355212,4.17438726989564,3.71357206670431,3.91202300542815
3.93182563272433,4.00733318523247,3.91202300542815,4.14313472639153,3.91202300542815,4.00733318523247
3.89182029811063,3.85014760171006,4.00733318523247,4.15888308335967,3.95124371858143,3.93182563272433
3.73766961828337,4.20469261939097,3.89182029811063,4.02535169073515,3.93182563272433,3.91202300542815
3.98898404656427,4.02535169073515,3.91202300542815,3.91202300542815,4.00733318523247,4.0943445622221
3.91202300542815,3.97029191355212,3.97029191355212,4.07753744390572,4.02535169073515,3.91202300542815
3.89182029811063,4.00733318523247,3.95124371858143,4.07753744390572,4.04305126783455,4.04305126783455
3.80666248977032,3.85014760171006,3.89182029811063,4.02535169073515,3.87120101090789,3.97029191355212
3.98898404656427,4.0943445622221,3.98898404656427,4.0943445622221,3.95124371858143,4.0943445622221
4.06044301054642,4.02535169073515,3.8286413964891,4.06044301054642,3.97029191355212,4.02535169073515
3.97029191355212,3.98898404656427,4.00733318523247,3.93182563272433,3.93182563272433,4.02535169073515
4.02535169073515,4.07753744390572,3.95124371858143,4.02535169073515,3.95124371858143,3.98898404656427
4.02535169073515,4.04305126783455,3.8286413964891,4.24849524204936,3.80666248977032,3.68887945411394
3.87120101090789,4.02535169073515,3.97029191355212,4.18965474202643,3.80666248977032,4.04305126783455
3.80666248977032,4.00733318523247,4.00733318523247,4.04305126783455,3.93182563272433,4.07753744390572
3.93182563272433,4.23410650459726,3.97029191355212,4.04305126783455,3.89182029811063,3.89182029811063
4.06044301054642,3.93182563272433,3.93182563272433,4.11087386417331,4.02535169073515,3.8286413964891
3.93182563272433,3.93182563272433,3.93182563272433,4.07753744390572,3.97029191355212,3.71357206670431
3.89182029811063,4.0943445622221,3.89182029811063,4.07753744390572,4.07753744390572,4.20469261939097
3.80666248977032,3.8286413964891,3.98898404656427,4.04305126783455,3.91202300542815,4.0943445622221
3.98898404656427,3.8286413964891,4.07753744390572,4.17438726989564,4.04305126783455,3.89182029811063
3.95124371858143,3.97029191355212,3.95124371858143,4.15888308335967,4.04305126783455,4.06044301054642
4.04305126783455,3.98898404656427,4.11087386417331,3.98898404656427,4.00733318523247,3.91202300542815
3.8286413964891,4.06044301054642,3.89182029811063,4.0943445622221,3.91202300542815,3.89182029811063
3.91202300542815,4.11087386417331,3.95124371858143,4.15888308335967,4.06044301054642,3.71357206670431
3.95124371858143,4.06044301054642,3.87120101090789,4.12713438504509,3.85014760171006,3.97029191355212
3.87120101090789,3.66356164612965,3.78418963391826,4.11087386417331,4.02535169073515,3.97029191355212
3.87120101090789,4.0943445622221,3.8286413964891,3.97029191355212,4.04305126783455,4.11087386417331
3.98898404656427,4.14313472639153,4.04305126783455,4.18965474202643,3.85014760171006,3.85014760171006
3.93182563272433,4.04305126783455,3.89182029811063,4.17438726989564,3.95124371858143,4.06044301054642
3.93182563272433,3.95124371858143,3.95124371858143,4.02535169073515,3.85014760171006,3.85014760171006
3.89182029811063,4.06044301054642,3.78418963391826,4.06044301054642,3.97029191355212,3.97029191355212
3.89182029811063,4.06044301054642,3.95124371858143,4.12713438504509,3.85014760171006,4.00733318523247
4.06044301054642,4.00733318523247,4.0943445622221,3.97029191355212,3.93182563272433,4.02535169073515
4.00733318523247,4.06044301054642,4.06044301054642,4.18965474202643,4.04305126783455,3.91202300542815
3.97029191355212,3.91202300542815,3.91202300542815,4.17438726989564,4.04305126783455,4.04305126783455
3.85014760171006,4.07753744390572,4.02535169073515,4.18965474202643,3.89182029811063,3.91202300542815
4.02535169073515,3.97029191355212,3.95124371858143,4.07753744390572,4.11087386417331,3.97029191355212
3.87120101090789,4.07753744390572,4.06044301054642,3.98898404656427,3.87120101090789,4.04305126783455
4.00733318523247,3.98898404656427,3.97029191355212,4.20469261939097,4.00733318523247,4.04305126783455
3.71357206670431,3.91202300542815,3.98898404656427,4.12713438504509,4.06044301054642,4.00733318523247
3.87120101090789,3.95124371858143,3.89182029811063,3.95124371858143,3.80666248977032,4.02535169073515
3.98898404656427,3.98898404656427,3.89182029811063,4.15888308335967,3.97029191355212,4.06044301054642
3.89182029811063,3.87120101090789,3.95124371858143,4.0943445622221,3.87120101090789,3.93182563272433
3.95124371858143,4.11087386417331,3.89182029811063,4.12713438504509,3.89182029811063,3.93182563272433
3.68887945411394,3.97029191355212,4.02535169073515,4.15888308335967,4.00733318523247,4.11087386417331
3.89182029811063,4.14313472639153,3.95124371858143,4.06044301054642,3.91202300542815,4.11087386417331
3.80666248977032,3.97029191355212,4.06044301054642,3.93182563272433,3.91202300542815,3.95124371858143
3.89182029811063,3.98898404656427,4.11087386417331,4.06044301054642,3.87120101090789,3.87120101090789
3.87120101090789,3.80666248977032,3.85014760171006,4.07753744390572,3.78418963391826,3.93182563272433
3.85014760171006,3.73766961828337,4.07753744390572,4.04305126783455,3.85014760171006,3.93182563272433
4.02535169073515,4.00733318523247,4.00733318523247,4.02535169073515,3.87120101090789,3.89182029811063
4.12713438504509,4.20469261939097,3.80666248977032,4.15888308335967,3.85014760171006,4.02535169073515
3.87120101090789,4.07753744390572,3.93182563272433,4.06044301054642,3.8286413964891,3.85014760171006
3.87120101090789,4.00733318523247,4.06044301054642,4.07753744390572,4.07753744390572,3.91202300542815
3.8286413964891,4.06044301054642,3.98898404656427,4.11087386417331,3.73766961828337,4.14313472639153
3.87120101090789,3.98898404656427,4.07753744390572,4.18965474202643,3.87120101090789,3.87120101090789
3.8286413964891,4.04305126783455,3.93182563272433,4.11087386417331,4.07753744390572,4.02535169073515
3.95124371858143,4.0943445622221,3.95124371858143,4.06044301054642,3.93182563272433,4.00733318523247
3.93182563272433,3.98898404656427,4.11087386417331,4.0943445622221,4.04305126783455,3.97029191355212
3.85014760171006,4.02535169073515,3.93182563272433,4.04305126783455,3.8286413964891,3.97029191355212
3.8286413964891,3.89182029811063,3.89182029811063,4.06044301054642,3.89182029811063,3.91202300542815
3.89182029811063,4.00733318523247,4.06044301054642,4.00733318523247,3.97029191355212,3.87120101090789
3.80666248977032,3.97029191355212,4.02535169073515,4.07753744390572,3.98898404656427,4.04305126783455
3.89182029811063,4.18965474202643,4.0943445622221,4.11087386417331,3.8286413964891,4.06044301054642
3.89182029811063,4.00733318523247,3.76120011569356,4.04305126783455,3.87120101090789,3.95124371858143
3.66356164612965,3.98898404656427,4.00733318523247,4.15888308335967,4.04305126783455,4.00733318523247
3.91202300542815,3.97029191355212,3.97029191355212,3.98898404656427,3.87120101090789,4.11087386417331
3.87120101090789,4.00733318523247,4.02535169073515,3.95124371858143,3.80666248977032,4.04305126783455
3.91202300542815,3.80666248977032,3.91202300542815,4.04305126783455,4.12713438504509,4.15888308335967
3.87120101090789,4.11087386417331,3.91202300542815,4.04305126783455,3.89182029811063,3.91202300542815
3.71357206670431,4.00733318523247,3.93182563272433,3.85014760171006,3.76120011569356,3.93182563272433
3.80666248977032,3.87120101090789,3.85014760171006,4.07753744390572,3.78418963391826,3.89182029811063
3.73766961828337,4.04305126783455,3.91202300542815,4.20469261939097,3.91202300542815,3.78418963391826
3.97029191355212,3.91202300542815,3.98898404656427,4.07753744390572,3.78418963391826,3.89182029811063
3.78418963391826,4.04305126783455,4.00733318523247,4.07753744390572,3.91202300542815,3.93182563272433
4.0943445622221,4.02535169073515,4.04305126783455,4.11087386417331,3.91202300542815,4.06044301054642
3.80666248977032,4.0943445622221,3.85014760171006,4.12713438504509,4.02535169073515,4.00733318523247
3.89182029811063,3.93182563272433,4.14313472639153,4.04305126783455,3.89182029811063,4.06044301054642
4.00733318523247,4.07753744390572,3.85014760171006,4.15888308335967,3.80666248977032,3.78418963391826
3.93182563272433,3.95124371858143,3.93182563272433,4.24849524204936,4.02535169073515,4.02535169073515
3.95124371858143,3.91202300542815,3.93182563272433,4.04305126783455,3.95124371858143,4.12713438504509
4.00733318523247,4.02535169073515,3.93182563272433,4.11087386417331,3.80666248977032,3.95124371858143
3.97029191355212,4.07753744390572,3.97029191355212,4.11087386417331,3.78418963391826,3.76120011569356
3.85014760171006,4.04305126783455,4.00733318523247,4.06044301054642,3.93182563272433,3.87120101090789
3.8286413964891,3.98898404656427,4.07753744390572,4.15888308335967,4.02535169073515,3.93182563272433
3.8286413964891,3.97029191355212,3.89182029811063,4.02535169073515,3.85014760171006,3.85014760171006
3.87120101090789,3.97029191355212,3.76120011569356,4.21950770517611,3.93182563272433,3.98898404656427
3.61091791264422,4.0943445622221,4.02535169073515,4.02535169073515,4.00733318523247,4.14313472639153
3.78418963391826,3.98898404656427,3.97029191355212,4.0943445622221,4.11087386417331,4.0943445622221
3.97029191355212,4.07753744390572,3.98898404656427,4.07753744390572,3.91202300542815,3.85014760171006
3.85014760171006,4.00733318523247,3.87120101090789,4.00733318523247,3.91202300542815,3.76120011569356
3.87120101090789,4.04305126783455,4.07753744390572,4.14313472639153,3.85014760171006,3.95124371858143
3.78418963391826,3.98898404656427,3.98898404656427,4.02535169073515,4.06044301054642,3.76120011569356
3.85014760171006,3.93182563272433,4.02535169073515,4.26267987704132,3.89182029811063,3.87120101090789
4.02535169073515,3.68887945411394,4.11087386417331,4.18965474202643,3.98898404656427,4.02535169073515
3.8286413964891,4.04305126783455,3.93182563272433,3.97029191355212,3.97029191355212,4.04305126783455
3.93182563272433,3.98898404656427,3.8286413964891,4.04305126783455,4.02535169073515,3.91202300542815
3.76120011569356,3.91202300542815,3.98898404656427,3.98898404656427,3.89182029811063,4.21950770517611
3.95124371858143,3.97029191355212,3.85014760171006,4.15888308335967,4.06044301054642,3.98898404656427
4.02535169073515,4.12713438504509,3.85014760171006,4.14313472639153,3.85014760171006,3.98898404656427
3.87120101090789,3.98898404656427,3.80666248977032,4.17438726989564,4.0943445622221,3.80666248977032
3.95124371858143,3.97029191355212,3.89182029811063,4.11087386417331,3.89182029811063,4.11087386417331
3.93182563272433,4.02535169073515,3.8286413964891,4.26267987704132,3.80666248977032,3.98898404656427
3.89182029811063,3.8286413964891,4.15888308335967,4.18965474202643,3.8286413964891,3.87120101090789
3.89182029811063,4.15888308335967,3.87120101090789,4.04305126783455,3.91202300542815,3.97029191355212
3.95124371858143,3.91202300542815,3.98898404656427,4.06044301054642,3.71357206670431,3.97029191355212
3.8286413964891,4.0943445622221,3.8286413964891,4.11087386417331,4.02535169073515,4.0943445622221
3.87120101090789,3.93182563272433,3.87120101090789,4.12713438504509,3.87120101090789,4.00733318523247
3.63758615972639,3.97029191355212,3.73766961828337,3.98898404656427,3.89182029811063,4.00733318523247
3.8286413964891,3.95124371858143,3.97029191355212,4.14313472639153,3.95124371858143,4.00733318523247
3.87120101090789,4.15888308335967,3.95124371858143,4.04305126783455,3.89182029811063,4.02535169073515
3.87120101090789,4.04305126783455,3.97029191355212,4.04305126783455,3.97029191355212,4.00733318523247
3.87120101090789,3.76120011569356,3.8286413964891,4.17438726989564,4.12713438504509,3.97029191355212
3.98898404656427,4.04305126783455,3.89182029811063,4.04305126783455,3.95124371858143,3.93182563272433
3.97029191355212,3.93182563272433,3.95124371858143,4.00733318523247,3.91202300542815,3.8286413964891
3.73766961828337,4.0943445622221,4.07753744390572,4.02535169073515,3.98898404656427,3.91202300542815
3.98898404656427,4.12713438504509,3.91202300542815,4.06044301054642,3.89182029811063,3.85014760171006
3.73766961828337,3.87120101090789,3.85014760171006,4.11087386417331,4.00733318523247,4.02535169073515
3.80666248977032,3.98898404656427,3.97029191355212,4.12713438504509,3.66356164612965,3.97029191355212
3.61091791264422,3.87120101090789,3.87120101090789,4.14313472639153,3.95124371858143,3.85014760171006
3.93182563272433,3.87120101090789,4.00733318523247,4.07753744390572,4.15888308335967,3.85014760171006
3.85014760171006,4.02535169073515,3.97029191355212,4.07753744390572,3.93182563272433,3.95124371858143
3.97029191355212,4.02535169073515,3.98898404656427,4.07753744390572,3.85014760171006,4.06044301054642
4.04305126783455,4.00733318523247,3.78418963391826,4.11087386417331,4.02535169073515,3.95124371858143
4.0943445622221,3.97029191355212,3.97029191355212,4.17438726989564,3.97029191355212,4.04305126783455
3.95124371858143,3.95124371858143,3.91202300542815,4.20469261939097,3.93182563272433,3.91202300542815
3.91202300542815,4.04305126783455,3.97029191355212,4.06044301054642,4.02535169073515,3.93182563272433
3.95124371858143,4.00733318523247,4.06044301054642,4.07753744390572,3.91202300542815,4.04305126783455
3.91202300542815,3.91202300542815,3.78418963391826,3.97029191355212,3.89182029811063,4.14313472639153
4.00733318523247,4.02535169073515,3.76120011569356,4.17438726989564,3.91202300542815,3.93182563272433
4.02535169073515,3.98898404656427,4.02535169073515,4.04305126783455,3.87120101090789,4.11087386417331
3.85014760171006,3.66356164612965,4.00733318523247,4.04305126783455,4.00733318523247,3.97029191355212
3.98898404656427,3.97029191355212,3.97029191355212,4.11087386417331,4.02535169073515,3.97029191355212
3.93182563272433,3.80666248977032,3.87120101090789,4.11087386417331,3.87120101090789,3.97029191355212
3.97029191355212,3.97029191355212,3.76120011569356,4.12713438504509,3.95124371858143,3.97029191355212
3.87120101090789,3.89182029811063,3.97029191355212,4.17438726989564,3.98898404656427,4.00733318523247
3.76120011569356,3.97029191355212,3.71357206670431,3.97029191355212,3.76120011569356,4.02535169073515
3.87120101090789,3.89182029811063,3.93182563272433,4.07753744390572,3.91202300542815,3.93182563272433
4.04305126783455,4.00733318523247,4.02535169073515,4.15888308335967,3.89182029811063,3.87120101090789
3.91202300542815,4.07753744390572,4.07753744390572,4.14313472639153,3.98898404656427,3.97029191355212
4.00733318523247,3.78418963391826,3.95124371858143,4.00733318523247,4.06044301054642,3.98898404656427
3.97029191355212,3.89182029811063,4.00733318523247,4.21950770517611,3.89182029811063,3.95124371858143
3.93182563272433,4.00733318523247,3.89182029811063,4.00733318523247,3.78418963391826,3.91202300542815
3.93182563272433,4.02535169073515,4.11087386417331,4.06044301054642,3.95124371858143,3.87120101090789
3.80666248977032,3.85014760171006,4.06044301054642,4.14313472639153,3.85014760171006,4.00733318523247
3.76120011569356,4.17438726989564,3.8286413964891,3.98898404656427,4.07753744390572,3.76120011569356
3.8286413964891,4.11087386417331,3.93182563272433,4.00733318523247,3.73766961828337,4.00733318523247
3.80666248977032,3.91202300542815,3.98898404656427,4.02535169073515,3.95124371858143,3.95124371858143
4.00733318523247,3.91202300542815,3.85014760171006,4.04305126783455,3.97029191355212,4.06044301054642
3.58351893845611,4.12713438504509,3.93182563272433,4.06044301054642,3.87120101090789,3.97029191355212
3.91202300542815,3.89182029811063,3.98898404656427,4.00733318523247,3.89182029811063,3.76120011569356
3.85014760171006,4.02535169073515,3.89182029811063,4.02535169073515,4.04305126783455,3.91202300542815
3.89182029811063,4.06044301054642,4.0943445622221,4.12713438504509,3.91202300542815,3.91202300542815
3.91202300542815,4.00733318523247,3.85014760171006,4.07753744390572,3.85014760171006,4.00733318523247
3.71357206670431,4.02535169073515,4.14313472639153,4.12713438504509,3.93182563272433,3.93182563272433
3.89182029811063,3.93182563272433,4.04305126783455,4.14313472639153,3.71357206670431,3.97029191355212
3.89182029811063,3.91202300542815,3.98898404656427,4.00733318523247,3.95124371858143,3.93182563272433
3.93182563272433,4.00733318523247,4.06044301054642,4.24849524204936,3.89182029811063,3.98898404656427
3.98898404656427,3.98898404656427,4.12713438504509,4.29045944114839,3.89182029811063,3.98898404656427
